,power
1563840000,0.0
1563840900,0.0
1563841800,0.0
1563842700,0.0
1563843600,0.0
1563844500,0.0
1563845400,0.0
1563846300,0.0
1563847200,0.0
1563848100,0.0
1563849000,0.0
1563849900,0.0
1563850800,0.0
1563851700,0.0
1563852600,0.0
1563853500,0.0
1563854400,0.0
1563855300,0.0
1563856200,0.0
1563857100,0.0
1563858000,0.0
1563858900,0.0
1563859800,0.0
1563860700,0.0
1563861600,110.0
1563862500,110.0
1563863400,110.0
1563864300,110.0
1563865200,1540.0
1563866100,1540.0
1563867000,1540.0
1563867900,1540.0
1563868800,3410.0
1563869700,3410.0
1563870600,3410.0
1563871500,3410.0
1563872400,4729.999999999999
1563873300,4729.999999999999
1563874200,4729.999999999999
1563875100,4729.999999999999
1563876000,4950.0
1563876900,4950.0
1563877800,4950.0
1563878700,4950.0
1563879600,7590.0
1563880500,7590.0
1563881400,7590.0
1563882300,7590.0
1563883200,9020.0
1563884100,9020.0
1563885000,9020.0
1563885900,9020.0
1563886800,8580.0
1563887700,8580.0
1563888600,8580.0
1563889500,8580.0
1563890400,7920.0
1563891300,7920.0
1563892200,7920.0
1563893100,7920.0
1563894000,5940.0
1563894900,5940.0
1563895800,5940.0
1563896700,5940.0
1563897600,3740.0
1563898500,3740.0
1563899400,3740.0
1563900300,3740.0
1563901200,1430.0000000000002
1563902100,1430.0000000000002
1563903000,1430.0000000000002
1563903900,1430.0000000000002
1563904800,880.0
1563905700,880.0
1563906600,880.0
1563907500,880.0
1563908400,220.0
1563909300,220.0
1563910200,220.0
1563911100,220.0
1563912000,0.0
1563912900,0.0
1563913800,0.0
1563914700,0.0
1563915600,0.0
1563916500,0.0
1563917400,0.0
1563918300,0.0
1563919200,0.0
1563920100,0.0
1563921000,0.0
1563921900,0.0
1563922800,0.0
1563923700,0.0
1563924600,0.0
1563925500,0.0
1563926400,0.0
1563927300,0.0
1563928200,0.0
1563929100,0.0
1563930000,0.0
1563930900,0.0
1563931800,0.0
1563932700,0.0
1563933600,0.0
1563934500,0.0
1563935400,0.0
1563936300,0.0
1563937200,0.0
1563938100,0.0
1563939000,0.0
1563939900,0.0
1563940800,0.0
1563941700,0.0
1563942600,0.0
1563943500,0.0
1563944400,440.0
1563945300,440.0
1563946200,440.0
1563947100,440.0
1563948000,2420.0
1563948900,2420.0
1563949800,2420.0
1563950700,2420.0
1563951600,4180.0
1563952500,4180.0
1563953400,4180.0
1563954300,4180.0
1563955200,5610.0
1563956100,5610.0
1563957000,5610.0
1563957900,5610.0
1563958800,5279.999999999999
1563959700,5279.999999999999
1563960600,5279.999999999999
1563961500,5279.999999999999
1563962400,8029.999999999999
1563963300,8029.999999999999
1563964200,8029.999999999999
1563965100,8029.999999999999
1563966000,9020.0
1563966900,9020.0
1563967800,9020.0
1563968700,9020.0
1563969600,9020.0
1563970500,9020.0
1563971400,9020.0
1563972300,9020.0
1563973200,9020.0
1563974100,9020.0
1563975000,9020.0
1563975900,9020.0
1563976800,4510.0
1563977700,4510.0
1563978600,4510.0
1563979500,4510.0
1563980400,1980.0
1563981300,1980.0
1563982200,1980.0
1563983100,1980.0
1563984000,1760.0
1563984900,1760.0
1563985800,1760.0
1563986700,1760.0
1563987600,1430.0000000000002
1563988500,1430.0000000000002
1563989400,1430.0000000000002
1563990300,1430.0000000000002
1563991200,770.0
1563992100,770.0
1563993000,770.0
1563993900,770.0
1563994800,220.0
1563995700,220.0
1563996600,220.0
1563997500,220.0
1563998400,0.0
1563999300,0.0
1564000200,0.0
1564001100,0.0
1564002000,0.0
1564002900,0.0
1564003800,0.0
1564004700,0.0
1564005600,0.0
1564006500,0.0
1564007400,0.0
1564008300,0.0
1564009200,0.0
1564010100,0.0
1564011000,0.0
1564011900,0.0
1564012800,0.0
1564013700,0.0
1564014600,0.0
1564015500,0.0
1564016400,0.0
1564017300,0.0
1564018200,0.0
1564019100,0.0
1564020000,0.0
1564020900,0.0
1564021800,0.0
1564022700,0.0
1564023600,0.0
1564024500,0.0
1564025400,0.0
1564026300,0.0
1564027200,0.0
1564028100,0.0
1564029000,0.0
1564029900,0.0
1564030800,220.0
1564031700,220.0
1564032600,220.0
1564033500,220.0
1564034400,440.0
1564035300,440.0
1564036200,440.0
1564037100,440.0
1564038000,1540.0
1564038900,1540.0
1564039800,1540.0
1564040700,1540.0
1564041600,2639.9999999999995
1564042500,2639.9999999999995
1564043400,2639.9999999999995
1564044300,2639.9999999999995
1564045200,1870.0
1564046100,1870.0
1564047000,1870.0
1564047900,1870.0
1564048800,4180.0
1564049700,4180.0
1564050600,4180.0
1564051500,4180.0
1564052400,4400.0
1564053300,4400.0
1564054200,4400.0
1564055100,4400.0
1564056000,1650.0
1564056900,1650.0
1564057800,1650.0
1564058700,1650.0
1564059600,1760.0
1564060500,1760.0
1564061400,1760.0
1564062300,1760.0
1564063200,2750.0
1564064100,2750.0
1564065000,2750.0
1564065900,2750.0
1564066800,2750.0
1564067700,2750.0
1564068600,2750.0
1564069500,2750.0
1564070400,2090.0
1564071300,2090.0
1564072200,2090.0
1564073100,2090.0
1564074000,1210.0
1564074900,1210.0
1564075800,1210.0
1564076700,1210.0
1564077600,550.0
1564078500,550.0
1564079400,550.0
1564080300,550.0
1564081200,110.0
1564082100,110.0
1564083000,110.0
1564083900,110.0
1564084800,0.0
1564085700,0.0
1564086600,0.0
1564087500,0.0
1564088400,0.0
1564089300,0.0
1564090200,0.0
1564091100,0.0
1564092000,0.0
1564092900,0.0
1564093800,0.0
1564094700,0.0
1564095600,0.0
1564096500,0.0
1564097400,0.0
1564098300,0.0
1564099200,0.0
1564100100,0.0
1564101000,0.0
