,COP100_heat
1563840000,370.0
1563840900,370.0
1563841800,370.0
1563842700,370.0
1563843600,370.0
1563844500,370.0
1563845400,370.0
1563846300,370.0
1563847200,370.0
1563848100,370.0
1563849000,370.0
1563849900,370.0
1563850800,370.0
1563851700,370.0
1563852600,370.0
1563853500,370.0
1563854400,370.0
1563855300,370.0
1563856200,370.0
1563857100,370.0
1563858000,370.0
1563858900,370.0
1563859800,370.0
1563860700,370.0
1563861600,370.0
1563862500,370.0
1563863400,370.0
1563864300,370.0
1563865200,370.0
1563866100,370.0
1563867000,370.0
1563867900,370.0
1563868800,370.0
1563869700,370.0
1563870600,370.0
1563871500,370.0
1563872400,370.0
1563873300,370.0
1563874200,370.0
1563875100,370.0
1563876000,370.0
1563876900,370.0
1563877800,370.0
1563878700,370.0
1563879600,370.0
1563880500,370.0
1563881400,370.0
1563882300,370.0
1563883200,370.0
1563884100,370.0
1563885000,370.0
1563885900,370.0
1563886800,370.0
1563887700,370.0
1563888600,370.0
1563889500,370.0
1563890400,370.0
1563891300,370.0
1563892200,370.0
1563893100,370.0
1563894000,370.0
1563894900,370.0
1563895800,370.0
1563896700,370.0
1563897600,316.0
1563898500,316.0
1563899400,316.0
1563900300,316.0
1563901200,316.0
1563902100,316.0
1563903000,316.0
1563903900,316.0
1563904800,316.0
1563905700,316.0
1563906600,316.0
1563907500,316.0
1563908400,316.0
1563909300,316.0
1563910200,316.0
1563911100,316.0
1563912000,316.0
1563912900,316.0
1563913800,316.0
1563914700,316.0
1563915600,316.0
1563916500,316.0
1563917400,316.0
1563918300,316.0
1563919200,328.0
1563920100,328.0
1563921000,328.0
1563921900,328.0
1563922800,328.0
1563923700,328.0
1563924600,328.0
1563925500,328.0
1563926400,328.0
1563927300,328.0
1563928200,328.0
1563929100,328.0
1563930000,328.0
1563930900,328.0
1563931800,328.0
1563932700,328.0
1563933600,328.0
1563934500,328.0
1563935400,328.0
1563936300,328.0
1563937200,328.0
1563938100,328.0
1563939000,328.0
1563939900,328.0
1563940800,328.0
1563941700,328.0
1563942600,328.0
1563943500,328.0
1563944400,328.0
1563945300,328.0
1563946200,328.0
1563947100,328.0
1563948000,328.0
1563948900,328.0
1563949800,328.0
1563950700,328.0
1563951600,328.0
1563952500,328.0
1563953400,328.0
1563954300,328.0
1563955200,328.0
1563956100,328.0
1563957000,328.0
1563957900,328.0
1563958800,311.0
1563959700,311.0
1563960600,311.0
1563961500,311.0
1563962400,311.0
1563963300,311.0
1563964200,311.0
1563965100,311.0
1563966000,311.0
1563966900,311.0
1563967800,311.0
1563968700,311.0
1563969600,311.0
1563970500,311.0
1563971400,311.0
1563972300,311.0
1563973200,311.0
1563974100,311.0
1563975000,311.0
1563975900,311.0
1563976800,311.0
1563977700,311.0
1563978600,311.0
1563979500,311.0
1563980400,311.0
1563981300,311.0
1563982200,311.0
1563983100,311.0
1563984000,311.0
1563984900,311.0
1563985800,311.0
1563986700,311.0
1563987600,311.0
1563988500,311.0
1563989400,311.0
